STRATO	N	M1	M2	M3	M4	S1	S2	S3	S4	COST	CENS	DOM1	X1	X2	X3	X4	X5	X6
6*1*1*1*1*2	5	723	855.6	955.2	446.2	108.780512960732	67.3100289704291	82.1155283731403	32.2948912368505	1	0	5	6	1	1	1	1	2
6*1*2*1*1*1	8	860.875	846.75	965.75	378.75	54.6841784705595	48.1838925368219	61.7550605213856	67.6604574326837	1	0	5	6	1	2	1	1	1
6*1*2*1*1*2	4	937.75	920.75	1009.5	377	77.1180102181066	25.2029264173826	33.8710791088799	88.1674543128018	1	0	5	6	1	2	1	1	2
6*1*3*1*1*1	1	881	758	686	274	0	0	0	0	1	0	5	6	1	3	1	1	1
6*2*1*1*1*1	1	668	721	865	554	0	0	0	0	1	0	5	6	2	1	1	1	1
6*2*1*2*1*1	2	554	1114	894	358	149	113	65	48	1	0	5	6	2	1	2	1	1
6*2*1*2*1*2	1	622	614	796	569	0	0	0	0	1	0	5	6	2	1	2	1	2
6*2*2*1*1*1	3	751	736.666666666667	889	416	19.94993734326	70.6367861355226	74.0585354072484	39.5558676641869	1	0	5	6	2	2	1	1	1
6*2*2*1*1*2	1	676	811	1050	490	0	0	0	0	1	0	5	6	2	2	1	1	2
6*2*2*2*1*2	1	739	858	902	225	0	0	0	0	1	0	5	6	2	2	2	1	2
6*2*2*2*2*1	2	557	836.5	844	382.5	16	22.5	15	17.5	1	0	5	6	2	2	2	2	1
6*2*3*1*1*1	3	881.333333333333	752.333333333333	843.666666666667	360	37.2588542795162	72.0061725749181	49.6409329306191	26.2424592343528	1	0	5	6	2	3	1	1	1
6*2*3*2*1*1	1	915	804	776	420	0	0	0	0	1	0	5	6	2	3	2	1	1
6*3*2*2*1*1	2	752.5	729.5	786.5	424.5	7.5	35.5	48.5	20.5	1	0	5	6	3	2	2	1	1
6*3*2*3*1*1	1	676	733	1028	788	0	0	0	0	1	0	5	6	3	2	3	1	1
6*3*3*1*1*1	1	1023	748	741	382	0	0	0	0	1	0	5	6	3	3	1	1	1
7*1*1*1*1*1	1	1113	1114	1280	548	0	0	0	0	1	0	5	7	1	1	1	1	1
7*1*1*1*1*2	1	1041	1177	1194	612	0	0	0	0	1	0	5	7	1	1	1	1	2
7*1*2*1*1*1	4	1081	998.75	1297.25	539.5	82.3134253934314	49.2563447689737	69.2364607703196	142.794432664583	1	0	5	7	1	2	1	1	1
7*1*2*1*1*2	3	1035.33333333333	1105.33333333333	1223.33333333333	553.666666666667	107.251521615728	207.950848893568	197.16377850801	132.27580613585	1	0	5	7	1	2	1	1	2
7*1*3*1*1*1	1	1117	1095	1248	509	0	0	0	0	1	0	5	7	1	3	1	1	1
7*1*3*1*1*2	1	1196	1250	1143	357	0	0	0	0	1	0	5	7	1	3	1	1	2
7*1*3*1*2*1	1	1202	1072	1290	589	0	0	0	0	1	0	5	7	1	3	1	2	1
7*2*1*1*1*2	1	991	1040	1084	626	0	0	0	0	1	0	5	7	2	1	1	1	2
7*2*1*2*1*2	1	949	1069	1237	692	0	0	0	0	1	0	5	7	2	1	2	1	2
7*2*2*1*1*1	1	1162	1064	1049	419	0	0	0	0	1	0	5	7	2	2	1	1	1
7*2*2*2*1*1	1	1112	1140	1234	405	0	0	0	0	1	0	5	7	2	2	2	1	1
7*2*2*2*1*2	1	1181	1272	1384	416	0	0	0	0	1	0	5	7	2	2	2	1	2
7*2*3*2*1*1	1	1081	993	1045	454	0	0	0	0	1	0	5	7	2	3	2	1	1
7*3*2*3*2*1	1	821	1106	1310	653	0	0	0	0	1	0	5	7	3	2	3	2	1
8*1*1*1*1*2	3	1318	1435.33333333333	1628	758.333333333333	159.724763264811	65.3010124134551	45.5192267069642	22.8958996814325	1	0	5	8	1	1	1	1	2
8*1*1*2*2*1	1	925	2015	2008	641	0	0	0	0	1	0	5	8	1	1	2	2	1
8*1*2*1*1*2	3	1409.33333333333	1447.33333333333	1479.66666666667	682.666666666667	104.186798054691	51.1815939137846	120.369800568452	127.546941249966	1	0	5	8	1	2	1	1	2
8*1*2*1*2*1	2	1398	1404	1790.5	935.5	155	31	57.5	135.5	1	0	5	8	1	2	1	2	1
8*1*2*1*2*2	1	1437	1547	1481	569	0	0	0	0	1	0	5	8	1	2	1	2	2
8*1*3*1*2*1	1	1451	1509	1574	913	0	0	0	0	1	0	5	8	1	3	1	2	1
8*2*2*2*1*1	1	1129	1401	1650	749	0	0	0	0	1	0	5	8	2	2	2	1	1
8*2*2*2*2*1	1	1303	1327	1492	582	0	0	0	0	1	0	5	8	2	2	2	2	1
8*2*3*1*2*2	1	1227	1279	1454	524	0	0	0	0	1	0	5	8	2	3	1	2	2
8*3*2*2*1*1	1	1219	1610	1717	1010	0	0	0	0	1	0	5	8	3	2	2	1	1
8*3*2*2*1*2	1	1216	1270	1395	651	0	0	0	0	1	0	5	8	3	2	2	1	2
8*3*3*2*2*1	1	1340	1216	1535	916	0	0	0	0	1	0	5	8	3	3	2	2	1
8*3*3*3*2*2	1	1431	1336	1409	706	0	0	0	0	1	0	5	8	3	3	3	2	2
9*1*1*1*2*1	1	1619	1638	2197	1029	0	0	0	0	1	0	5	9	1	1	1	2	1
9*1*1*1*2*2	1	1542	1895	2095	877	0	0	0	0	1	0	5	9	1	1	1	2	2
9*1*2*1*2*1	1	1741	1793	2014	811	0	0	0	0	1	0	5	9	1	2	1	2	1
9*1*2*1*2*2	1	1601	1668	1930	797	0	0	0	0	1	0	5	9	1	2	1	2	2
9*2*2*1*1*2	1	1501	1796	2252	823	0	0	0	0	1	0	5	9	2	2	1	1	2
9*2*3*2*2*2	1	1691	1677	2046	883	0	0	0	0	1	0	5	9	2	3	2	2	2
1*1*1*1*1*1	13	74.7692307692308	64.9230769230769	67.3846153846154	25.2307692307692	25.9204518186934	24.0878569422646	22.2037365585111	9.97808249001354	1	0	6	1	1	1	1	1	1
1*1*1*2*1*1	1	41	55	65	45	0	0	0	0	1	0	6	1	1	1	2	1	1
1*1*1*3*1*1	1	21	29	61	35	0	0	0	0	1	0	6	1	1	1	3	1	1
1*2*1*1*1*1	1	95	109	98	48	0	0	0	0	1	0	6	1	2	1	1	1	1
1*2*1*2*1*1	1	46	44	56	21	0	0	0	0	1	0	6	1	2	1	2	1	1
10*1*1*1*1*2	1	2222	2930	2883	766	0	0	0	0	1	0	6	10	1	1	1	1	2
10*1*1*1*2*2	2	1924	2419	2596.5	1360.5	16	94	87.5	231.5	1	0	6	10	1	1	1	2	2
10*1*2*1*1*2	1	2170	2242	2149	1200	0	0	0	0	1	0	6	10	1	2	1	1	2
10*1*2*1*2*2	1	1868	2521	2294	558	0	0	0	0	1	0	6	10	1	2	1	2	2
10*2*2*1*1*2	1	1724	2069	2325	1364	0	0	0	0	1	0	6	10	2	2	1	1	2
10*2*2*1*2*1	1	1744	2075	2400	960	0	0	0	0	1	0	6	10	2	2	1	2	1
11*1*1*1*2*1	1	2940	3183	3840	1359	0	0	0	0	1	0	6	11	1	1	1	2	1
11*2*3*1*2*2	1	2707	3168	3406	1423	0	0	0	0	1	0	6	11	2	3	1	2	2
11*3*3*2*2*2	2	2436.5	2726.5	2882	1324	118.5	143.5	50	12	1	0	6	11	3	3	2	2	2
12*1*2*1*2*1	1	2568	3828	4190	2062	0	0	0	0	1	0	6	12	1	2	1	2	1
12*1*2*1*2*2	1	2963	4174	4432	1486	0	0	0	0	1	0	6	12	1	2	1	2	2
12*1*3*1*2*2	1	3178	4243	4316	1422	0	0	0	0	1	0	6	12	1	3	1	2	2
12*3*3*2*2*2	2	3374	3886	4068	1884	163	258	104	65	1	0	6	12	3	3	2	2	2
13*1*2*1*2*2	1	3962	4998	5098	1871	0	0	0	0	1	0	6	13	1	2	1	2	2
13*2*3*1*2*2	1	4323	6496	6307	2281	0	0	0	0	1	0	6	13	2	3	1	2	2
14*1*2*1*2*3	1	6621	7924	8608	3732	0	0	0	0	1	0	6	14	1	2	1	2	3
14*2*2*1*2*2	2	4999.5	7087.5	7887.5	3883	656.5	5.5	220.5	13	1	0	6	14	2	2	1	2	2
16*1*1*1*2*2	1	9533	18843	18177	12943	0	0	0	0	1	0	6	16	1	1	1	2	2
2*1*1*1*1*1	8	175.875	167.875	155.25	67.25	42.8585974455534	43.4811381520769	37.7748262735913	35.1665679303511	1	0	6	2	1	1	1	1	1
2*1*2*1*1*1	8	182	180.125	153.125	75.625	34.8711915483254	32.0875267822249	39.234670573359	22.3659199453096	1	0	6	2	1	2	1	1	1
2*2*1*1*1*1	1	147	123	212	110	0	0	0	0	1	0	6	2	2	1	1	1	1
2*2*1*2*1*1	3	126.666666666667	125	149.666666666667	103.666666666667	41.9708893824703	14.2361043360417	13.0979218029257	15.195028426722	1	0	6	2	2	1	2	1	1
2*2*2*1*1*1	1	128	131	106	80	0	0	0	0	1	0	6	2	2	2	1	1	1
2*2*2*2*1*1	1	150	189	260	119	0	0	0	0	1	0	6	2	2	2	2	1	1
2*3*1*2*1*1	1	138	150	195	148	0	0	0	0	1	0	6	2	3	1	2	1	1
2*3*3*1*1*1	1	259	166	185	122	0	0	0	0	1	0	6	2	3	3	1	1	1
3*1*1*1*1*1	8	258.5	258.875	270.5	101.125	20.8086520466848	33.6876739327606	33.5968748546647	40.0044919352815	1	0	6	3	1	1	1	1	1
3*1*2*1*1*1	7	275.857142857143	266.285714285714	262.571428571429	95.7142857142857	30.2202797161517	34.0156026624518	46.958514039696	13.1008645921261	1	0	6	3	1	2	1	1	1
3*2*1*2*1*1	2	285	320	342	124	11	11	95	18	1	0	6	3	2	1	2	1	1
3*2*1*3*1*1	1	277	215	190	82	0	0	0	0	1	0	6	3	2	1	3	1	1
3*2*2*1*1*1	1	291	268	298	131	0	0	0	0	1	0	6	3	2	2	1	1	1
3*2*2*2*1*1	1	321	273	249	120	0	0	0	0	1	0	6	3	2	2	2	1	1
3*3*3*2*1*1	1	327	310	356	182	0	0	0	0	1	0	6	3	3	3	2	1	1
4*1*1*1*1*1	5	402	419.2	391.8	146.4	40.6546430312701	46.8418616197094	62.3454890108338	48.631676919473	1	0	6	4	1	1	1	1	1
4*1*1*3*1*1	1	275	336	421	250	0	0	0	0	1	0	6	4	1	1	3	1	1
4*1*2*1*1*1	5	428.6	424.8	468.2	169.4	66.3674619071726	71.7506794392917	63.511888650866	40.4108896214869	1	0	6	4	1	2	1	1	1
4*1*3*1*1*1	1	353	385	353	138	0	0	0	0	1	0	6	4	1	3	1	1	1
4*2*1*1*1*1	1	403	452	511	143	0	0	0	0	1	0	6	4	2	1	1	1	1
4*2*1*2*1*1	1	405	483	406	193	0	0	0	0	1	0	6	4	2	1	2	1	1
4*2*2*1*1*1	2	464	466	412.5	183	55	30	52.5	14	1	0	6	4	2	2	1	1	1
4*2*3*1*1*1	1	473	405	385	257	0	0	0	0	1	0	6	4	2	3	1	1	1
4*2*3*2*1*1	1	506	474	465	256	0	0	0	0	1	0	6	4	2	3	2	1	1
4*3*2*1*1*1	1	441	435	441	172	0	0	0	0	1	0	6	4	3	2	1	1	1
4*3*3*3*2*1	1	511	499	480	247	0	0	0	0	1	0	6	4	3	3	3	2	1
5*1*1*1*1*1	3	660	624.666666666667	613	284.333333333333	53.2979048994111	30.1809358517739	53.7215040742532	70.9193595258414	1	0	6	5	1	1	1	1	1
5*1*1*1*1*2	1	577	629	655	280	0	0	0	0	1	0	6	5	1	1	1	1	2
5*1*2*1*1*1	9	561.777777777778	585	604	184.111111111111	39.2082127955009	57.3294572333165	71.2117343638751	54.2923044361506	1	0	6	5	1	2	1	1	1
5*1*2*1*1*2	1	650	591	537	239	0	0	0	0	1	0	6	5	1	2	1	1	2
5*1*3*1*1*1	3	660.666666666667	585	653.666666666667	263	111.71789869528	36.3959704729338	102.340390636129	68.4738392867427	1	0	6	5	1	3	1	1	1
5*2*1*1*1*1	2	431	518.5	595.5	315.5	33	37.5	61.5	16.5	1	0	6	5	2	1	1	1	1
5*2*2*1*1*1	2	596	638	565	183	54	60	21	14	1	0	6	5	2	2	1	1	1
5*2*2*2*1*1	1	708	638	628	246	0	0	0	0	1	0	6	5	2	2	2	1	1
5*2*3*1*1*1	1	535	528	447	299	0	0	0	0	1	0	6	5	2	3	1	1	1
5*3*2*2*1*1	2	526.5	515.5	627	347.5	0.5	8.5	50	7.5	1	0	6	5	3	2	2	1	1
5*3*2*3*1*1	1	600	581	581	211	0	0	0	0	1	0	6	5	3	2	3	1	1
6*1*1*1*1*1	1	630	906	929	531	0	0	0	0	1	0	6	6	1	1	1	1	1
6*1*2*1*1*1	7	799.571428571429	901.714285714286	802.142857142857	313.857142857143	67.315583300615	34.9763768674731	39.7471600833805	64.3571032186337	1	0	6	6	1	2	1	1	1
6*1*2*1*1*2	2	835.5	926	893.5	394	59.5	51	87.5	64	1	0	6	6	1	2	1	1	2
6*1*3*1*1*1	2	851.5	821	718.5	314.5	7.5	35	20.5	18.5	1	0	6	6	1	3	1	1	1
6*2*2*1*1*1	2	772.5	866.5	1034.5	337.5	56.5	32.5	118.5	44.5	1	0	6	6	2	2	1	1	1
6*2*2*2*1*1	1	709	843	880	393	0	0	0	0	1	0	6	6	2	2	2	1	1
6*2*3*1*1*2	1	872	899	746	333	0	0	0	0	1	0	6	6	2	3	1	1	2
6*3*3*2*1*1	1	969	880	838	542	0	0	0	0	1	0	6	6	3	3	2	1	1
6*3*3*2*2*1	1	973	921	901	571	0	0	0	0	1	0	6	6	3	3	2	2	1
7*1*1*1*1*2	1	846	1315	1595	569	0	0	0	0	1	0	6	7	1	1	1	1	2
7*1*2*1*1*1	5	1045.8	1124.8	1238.6	495.8	71.4070024577422	75.8509063887835	119.235229693241	112.180925294811	1	0	6	7	1	2	1	1	1
7*1*2*1*1*2	1	928	1211	1066	420	0	0	0	0	1	0	6	7	1	2	1	1	2
7*1*2*1*2*1	1	748	999	1169	700	0	0	0	0	1	0	6	7	1	2	1	2	1
7*2*1*1*1*2	1	891	1025	1200	817	0	0	0	0	1	0	6	7	2	1	1	1	2
7*2*2*1*1*1	1	881	1086	1340	472	0	0	0	0	1	0	6	7	2	2	1	1	1
7*2*2*2*1*1	1	1100	1104	1120	554	0	0	0	0	1	0	6	7	2	2	2	1	1
7*2*3*1*1*1	1	1142	1106	997	652	0	0	0	0	1	0	6	7	2	3	1	1	1
7*2*3*1*2*2	1	1172	1210	1142	581	0	0	0	0	1	0	6	7	2	3	1	2	2
7*3*2*2*1*1	1	1134	1244	1316	611	0	0	0	0	1	0	6	7	3	2	2	1	1
7*3*2*2*2*1	1	930	1023	1044	547	0	0	0	0	1	0	6	7	3	2	2	2	1
7*3*2*3*1*1	1	1069	1017	972	449	0	0	0	0	1	0	6	7	3	2	3	1	1
7*3*3*2*1*1	1	1045	988	952	450	0	0	0	0	1	0	6	7	3	3	2	1	1
8*1*1*1*1*2	1	1444	1504	1587	441	0	0	0	0	1	0	6	8	1	1	1	1	2
8*1*2*1*1*1	3	1365	1359	1596.66666666667	481.333333333333	132.461315107468	77.2183052563747	201.150579307034	113.845899745616	1	0	6	8	1	2	1	1	1
8*1*3*1*1*1	1	1675	1705	1601	536	0	0	0	0	1	0	6	8	1	3	1	1	1
8*2*1*1*1*1	1	830	1327	1735	862	0	0	0	0	1	0	6	8	2	1	1	1	1
8*2*2*1*1*1	1	1196	1372	1597	473	0	0	0	0	1	0	6	8	2	2	1	1	1
8*2*2*1*1*2	1	1281	1387	1656	573	0	0	0	0	1	0	6	8	2	2	1	1	2
8*2*3*1*1*1	1	1108	1363	1270	754	0	0	0	0	1	0	6	8	2	3	1	1	1
8*2*3*1*2*1	1	1205	1382	1482	671	0	0	0	0	1	0	6	8	2	3	1	2	1
8*3*2*2*1*2	1	1317	1566	1470	579	0	0	0	0	1	0	6	8	3	2	2	1	2
8*3*3*3*2*1	1	1372	1570	1456	703	0	0	0	0	1	0	6	8	3	3	3	2	1
9*1*1*1*1*1	2	1320.5	1858.5	2170.5	823.5	27.5	91.5	115.5	150.5	1	0	6	9	1	1	1	1	1
9*1*1*1*2*1	1	1309	1395	2151	1068	0	0	0	0	1	0	6	9	1	1	1	2	1
9*1*2*1*1*2	1	1668	2080	2245	990	0	0	0	0	1	0	6	9	1	2	1	1	2
9*1*3*1*1*2	1	1694	1836	2073	636	0	0	0	0	1	0	6	9	1	3	1	1	2
9*1*3*1*2*1	1	1821	2115	2522	529	0	0	0	0	1	0	6	9	1	3	1	2	1
9*2*2*1*2*1	1	2040	2146	2158	686	0	0	0	0	1	0	6	9	2	2	1	2	1
9*2*3*1*2*1	1	1885	1954	1653	770	0	0	0	0	1	0	6	9	2	3	1	2	1
9*2*3*1*2*2	1	1836	1833	1691	767	0	0	0	0	1	0	6	9	2	3	1	2	2
1*1*1*1*1*1	55	31.9272727272727	42.0363636363636	56.8727272727273	33.0727272727273	22.413351982857	31.3060921380916	37.375273569302	20.3861401629588	1	0	7	1	1	1	1	1	1
1*1*1*2*1*1	1	10	17	25	16	0	0	0	0	1	0	7	1	1	1	2	1	1
1*2*1*1*1*1	27	27.1481481481481	34.8518518518519	55.4444444444444	32.9259259259259	19.3920634848454	22.7461086679372	35.9354702862138	21.0659035127698	1	0	7	1	2	1	1	1	1
1*2*1*2*1*1	5	11.8	17	30.4	28.6	13.6733317081098	9.83869910099907	16.4996969669143	9.45727233402951	1	0	7	1	2	1	2	1	1
1*3*1*1*1*1	7	46	51.2857142857143	83.8571428571429	56.5714285714286	26.5652834676065	23.8669782976653	31.6653418985335	23.9096940463017	1	0	7	1	3	1	1	1	1
10*1*1*1*1*1	2	1429.5	2301.5	2484.5	1321.5	172.5	115.5	53.5	417.5	1	0	7	10	1	1	1	1	1
10*1*1*1*2*2	1	1526	2147	2455	1290	0	0	0	0	1	0	7	10	1	1	1	2	2
12*2*2*1*2*2	1	2929	4166	4730	2736	0	0	0	0	1	0	7	12	2	2	1	2	2
13*2*1*1*2*2	1	3170	4709	5432	3152	0	0	0	0	1	0	7	13	2	1	1	2	2
14*2*1*1*2*1	1	4337	7846	8554	5823	0	0	0	0	1	0	7	14	2	1	1	2	1
2*1*1*1*1*1	36	117.305555555556	152.666666666667	201.833333333333	93.6666666666667	25.0342204064362	35.7273626852647	42.6565743272164	30.155154341063	1	0	7	2	1	1	1	1	1
2*2*1*1*1*1	16	104.0625	138.9375	166.375	95.0625	16.6338087565656	32.7747401782226	29.6792751764594	33.9585570033534	1	0	7	2	2	1	1	1	1
2*2*1*2*1*1	1	108	110	153	116	0	0	0	0	1	0	7	2	2	1	2	1	1
2*3*1*2*1*1	1	91	88	137	87	0	0	0	0	1	0	7	2	3	1	2	1	1
3*1*1*1*1*1	15	184.866666666667	260.733333333333	326.666666666667	165.2	52.2989696095652	58.1509147725888	56.9522216911294	41.7918652371487	1	0	7	3	1	1	1	1	1
3*1*1*1*1*2	1	211	334	379	121	0	0	0	0	1	0	7	3	1	1	1	1	2
3*2*1*1*1*1	8	226.125	273	343.25	167.875	30.7913847528818	51.3005847919885	65.1320773505651	26.6244131390722	1	0	7	3	2	1	1	1	1
3*2*1*1*1*2	2	174	261	310.5	166	12	18	0.5	4	1	0	7	3	2	1	1	1	2
3*3*1*1*1*1	2	218	287.5	317.5	183.5	45	73.5	8.5	35.5	1	0	7	3	3	1	1	1	1
3*3*1*2*1*1	3	202	277.333333333333	326.333333333333	219	28.2488937836511	40.185680147148	49.8687165354081	21.9241115365405	1	0	7	3	3	1	2	1	1
4*1*1*1*1*1	18	303.222222222222	401.333333333333	504.166666666667	223.777777777778	32.4303622406801	45.5314299260534	56.122138630352	64.6937705704134	1	0	7	4	1	1	1	1	1
4*1*1*1*1*2	4	359.25	491.25	517.25	211.5	42.7631558704453	52.8411534696206	36.8942746235781	36.3902459458575	1	0	7	4	1	1	1	1	2
4*2*1*1*1*1	2	322	437.5	514.5	233.5	3	6.5	35.5	47.5	1	0	7	4	2	1	1	1	1
4*3*1*1*1*1	1	315	441	517	188	0	0	0	0	1	0	7	4	3	1	1	1	1
4*3*1*3*1*1	1	288	410	593	302	0	0	0	0	1	0	7	4	3	1	3	1	1
5*1*1*1*1*1	8	453.375	608.625	721.125	334.5	84.4392348082336	69.8980284056711	49.7881449242689	69.7370059580995	1	0	7	5	1	1	1	1	1
5*1*1*1*1*2	1	491	669	693	213	0	0	0	0	1	0	7	5	1	1	1	1	2
5*2*1*1*1*1	3	423.666666666667	587.333333333333	666	364.666666666667	102.477097712394	108.506016218252	31.8433666561813	90.0715764760942	1	0	7	5	2	1	1	1	1
6*1*1*1*1*1	5	535.4	747	928.6	453.4	90.0724153112372	48.2037342951768	34.6213806772636	140.460101096361	1	0	7	6	1	1	1	1	1
6*1*1*1*1*2	1	651	956	1104	704	0	0	0	0	1	0	7	6	1	1	1	1	2
7*1*1*1*1*1	5	757.6	1103.4	1293.2	611.2	81.9917068977101	92.9571944499187	70.9066992603661	61.6032466676879	1	0	7	7	1	1	1	1	1
7*1*1*1*1*2	1	834	1136	1186	471	0	0	0	0	1	0	7	7	1	1	1	1	2
7*2*1*1*1*2	1	827	1028	1380	494	0	0	0	0	1	0	7	7	2	1	1	1	2
8*1*1*1*1*1	2	1025.5	1507.5	1720.5	916.5	32.5	174.5	113.5	132.5	1	0	7	8	1	1	1	1	1
8*1*1*1*2*1	1	853	1154	1834	1143	0	0	0	0	1	0	7	8	1	1	1	2	1
9*1*1*1*1*1	1	1118	1884	2089	1193	0	0	0	0	1	0	7	9	1	1	1	1	1
9*1*1*1*2*1	1	1126	1623	2278	1401	0	0	0	0	1	0	7	9	1	1	1	2	1
9*1*1*1*2*2	1	1012	1727	2069	1338	0	0	0	0	1	0	7	9	1	1	1	2	2
9*2*1*1*2*2	1	1194	1828	2068	817	0	0	0	0	1	0	7	9	2	1	1	2	2
9*3*1*1*2*2	1	1253	1630	1984	928	0	0	0	0	1	0	7	9	3	1	1	2	2
