id	X1	X2	X3	X4	X5	X6	Y1	Y2	Y3	Y4	domainvalue
Forel (Lavaux)	4	1	3	1	1	1	453	465	589	197	1
Hasle (LU)	4	2	3	2	1	1	506	474	465	256	6
Winznau	4	1	1	1	1	1	387	460	606	247	2
Meinier	4	1	2	1	1	1	432	462	598	204	1
Wolfhalden	4	1	2	1	1	1	425	419	562	283	5
Bottighofen	4	1	1	1	1	1	347	457	670	210	5
Corsier (GE)	4	1	1	1	1	1	467	392	637	186	1
Hildisrieden	4	1	2	1	1	1	480	426	565	204	6
Raron	4	1	1	1	1	1	418	466	560	228	1
Wauwil	4	1	1	1	1	1	481	492	498	200	6
Melchnau	4	1	2	1	1	1	436	395	504	334	2
Bevilard	4	1	1	1	1	1	410	358	569	329	2
Sonceboz-Sombeval	4	2	1	1	1	1	428	459	544	235	2
Neyruz (FR)	4	1	1	1	1	1	521	500	514	131	2
Krummenau	4	2	2	2	1	1	541	376	489	258	5
Aegerten	4	1	1	1	1	1	365	395	670	233	2
Guggisberg	4	3	3	2	1	1	463	404	493	300	2
Vuadens	4	1	2	1	1	1	477	459	459	262	2
Bas-Vully	4	1	2	1	1	1	337	518	561	240	2
Fahrwangen	4	1	1	1	1	1	465	451	526	211	3
Laupersdorf	4	2	2	1	1	1	460	432	503	256	2
Dallenwil	4	2	2	1	1	1	519	496	465	169	6
Riaz	4	1	2	1	1	1	443	498	533	174	2
Tolochenaz	4	1	1	1	1	1	420	516	555	155	1
Rheinau	4	1	1	1	1	1	371	379	589	306	4
Corcelles-pres-Payerne	4	1	2	1	1	1	412	492	515	225	1
Andelfingen	4	1	1	1	1	1	406	457	526	255	4
Schinznach Dorf	4	1	1	1	1	1	438	418	541	240	3
Ruschegg	4	3	2	2	1	1	443	365	542	278	2
Courtepin	4	1	1	1	1	1	445	548	469	164	2
Corminboeuf	4	1	1	1	1	1	459	467	557	138	2
Henggart	4	1	1	1	1	1	426	445	558	192	4
Itingen	4	1	1	1	1	1	371	438	622	187	3
Kestenholz	4	1	2	1	1	1	421	496	497	203	2
Oberdorf (SO)	4	2	1	1	1	1	383	373	597	259	2
Koblenz	4	1	1	1	1	1	454	485	480	192	3
Vicques	4	2	2	1	1	1	438	475	495	200	2
Roschenz	4	2	1	1	1	1	409	457	513	229	3
Fraubrunnen	4	1	2	1	1	1	440	461	533	173	2
Fontainemelon	4	1	1	1	1	1	388	469	495	253	2
Saint-Cergue	4	2	1	2	1	1	422	420	571	188	1
Chezard-Saint-Martin	4	1	2	1	1	1	455	412	542	192	2
Sonvico	4	2	1	1	1	1	325	444	550	281	7
Teufenthal (AG)	4	1	1	1	1	1	410	422	528	238	3
Buhler	4	1	1	1	1	1	397	438	522	241	5
Vernayaz	4	1	1	1	1	1	418	449	481	249	1
Grellingen	4	1	1	1	1	1	367	470	568	190	3
Comano	4	1	1	1	1	1	334	380	614	266	7
Airolo	4	3	1	3	1	1	288	410	593	302	7
Amden	4	3	2	2	1	1	404	433	451	305	5
Arch	4	1	1	1	1	1	415	428	554	191	2
Recherswil	4	1	1	1	1	1	390	373	610	213	2
Wynau	4	1	1	1	1	1	391	388	549	256	2
Knutwil	4	1	2	1	1	1	458	462	486	177	6
Ried-Brig	4	2	1	2	1	1	462	486	480	154	1
Hochfelden	4	1	1	1	1	1	424	452	583	120	4
Vezia	4	1	1	1	1	1	316	479	570	210	7
Cazis	4	1	1	1	1	1	392	434	521	228	5
Uttigen	4	1	1	1	1	1	382	464	556	172	2
Charmey	4	3	2	3	1	1	409	404	467	294	2
Jonen	4	1	1	1	1	1	459	464	525	121	3
Lamone	4	1	1	1	1	1	375	496	521	172	7
Vionnaz	4	2	1	1	1	1	383	430	532	217	1
Trubschachen	4	2	2	1	1	1	411	433	447	271	2
Le Noirmont	4	2	2	1	1	1	401	397	525	238	2
Barbengo	4	1	1	1	1	2	404	495	497	163	7
Andwil (SG)	4	1	2	1	1	1	457	460	431	209	5
Sorengo	4	1	1	1	1	1	311	427	554	265	7
Magenwil	4	1	1	1	1	1	419	484	487	161	3
Faido	4	1	1	1	1	1	316	365	501	366	7
Stetten (AG)	4	1	1	1	1	1	460	435	511	141	3
Gruyeres	4	2	2	2	1	1	459	414	436	237	2
Aeugst am Albis	4	1	2	1	1	1	374	373	638	159	4
Heimiswil	4	2	3	1	1	1	362	448	463	270	2
Alle	4	1	2	1	1	1	406	384	503	249	2
Courfaivre	4	1	2	1	1	1	416	396	506	219	2
Dachsen	4	1	1	1	1	1	406	383	537	207	4
Wagenhausen	4	1	2	1	1	1	399	407	496	231	5
Auvernier	4	1	1	1	1	1	311	376	552	294	2
Unterehrendingen	4	1	1	1	1	1	384	451	552	145	3
Basadingen-Schlattingen	4	1	2	1	1	1	447	410	481	189	5
Wallbach	4	1	1	1	1	1	376	403	558	189	3
Tujetsch	4	2	2	3	1	1	322	440	528	235	5
Evolene	4	3	2	3	1	1	371	423	486	242	1
Dombresson	4	1	2	1	1	1	477	469	396	179	2
Gurmels	4	1	1	1	1	1	415	439	476	191	2
Luthern	4	2	3	1	1	1	473	405	385	257	6
Reigoldswil	4	1	2	1	1	1	361	393	472	294	3
Saillon	4	1	2	1	1	1	419	468	421	211	1
Zaziwil	4	1	1	1	1	1	400	426	471	217	2
Eschenz	4	1	2	1	1	1	428	367	502	216	5
Seedorf (UR)	4	2	1	1	1	1	403	452	511	143	6
Trub	4	3	3	2	1	1	438	373	434	261	2
Bioggio	4	1	1	1	1	2	326	460	499	219	7
Melide	4	1	1	1	1	1	280	436	519	266	7
Mies	4	1	1	1	1	1	401	357	550	191	1
Magadino	4	1	1	1	1	1	308	435	492	264	7
Genolier	4	1	1	1	1	1	399	358	576	161	1
Corgemont	4	2	2	1	1	1	364	373	472	284	2
Chippis	4	1	1	1	1	1	380	414	472	225	1
Schwarzenberg	4	3	2	1	1	1	441	435	441	172	6
Riedholz	4	1	1	1	1	1	336	386	520	247	2
Attinghausen	4	2	1	2	1	1	405	483	406	193	6
Kunten	4	1	1	1	1	1	420	449	490	127	3
Schlatt (TG)	4	1	2	1	1	1	431	431	451	172	5
Ersigen	4	1	2	1	1	1	378	367	489	249	2
Ponte Capriasca	4	1	1	1	1	1	344	436	534	164	7
Kallnach	4	1	2	1	1	1	382	409	456	228	2
Grolley	4	1	1	1	1	1	429	475	443	126	2
Cornaux	4	1	1	1	1	2	377	422	509	165	2
Buchholterberg	4	1	2	1	1	1	414	394	440	225	2
Schwellbrunn	4	2	3	1	1	1	456	369	433	210	5
Lodrino	4	3	1	1	1	1	315	441	517	188	7
Oberhelfenschwil	4	1	2	1	1	1	492	355	397	212	5
Seeberg	4	1	2	1	1	1	393	397	451	214	2
Saas Fee	4	1	1	1	1	1	343	495	445	171	1
Alt St.Johann	4	2	2	2	1	1	411	374	421	247	5
Froideville	4	1	1	1	1	1	392	370	562	129	1
Fulenbach	4	1	1	1	1	1	363	400	510	177	2
Gimel	4	2	2	1	1	1	362	402	424	261	1
Knonau	4	1	2	1	1	1	407	395	486	157	4
Oberlunkhofen	4	1	1	1	1	1	346	416	554	127	3
Uttwil	4	1	1	1	1	1	387	402	470	180	5
Eriswil	4	1	2	1	1	1	364	375	426	274	2
Boltigen	4	3	2	3	1	1	400	319	429	288	2
Homburg	4	2	3	1	1	1	432	378	457	165	5
Leukerbad	4	1	1	2	1	1	343	444	510	134	1
Villigen	4	1	2	1	1	1	390	354	547	139	3
Gunzgen	4	1	1	1	1	1	362	445	479	142	2
Val-d'Illiez	4	2	1	2	1	1	311	445	468	204	1
Tesserete	4	1	1	1	1	1	307	363	467	287	7
Veyras	4	1	1	1	1	1	358	345	513	206	1
Weesen	4	1	1	1	1	1	301	394	449	278	5
Rivera	4	2	1	1	1	1	319	431	479	186	7
Niederburen	4	1	3	1	1	1	491	404	382	137	5
Niederonz	4	1	1	1	1	1	336	413	464	197	2
Ruttenen	4	2	1	1	1	1	308	326	553	223	2
Les Geneveys-sur-Coffrane	4	1	1	1	1	1	339	443	454	173	2
Ligornetto	4	1	1	1	1	1	306	422	481	199	7
Oberbipp	4	1	2	1	1	1	389	392	443	183	2
Paudex	4	1	1	1	1	1	314	377	519	193	1
Sattel	4	2	2	1	1	1	409	436	360	197	6
Lommiswil	4	1	1	1	1	1	340	324	547	188	2
Huttwilen	4	1	3	1	1	1	404	362	468	164	5
Lutisburg	4	1	2	1	1	1	498	386	370	141	5
Giffers	4	1	1	1	1	1	360	410	438	185	2
Brislach	4	1	2	1	1	1	380	416	460	136	3
Lyssach	4	1	1	1	1	1	363	364	474	190	2
Dotzigen	4	1	1	1	1	1	368	337	503	183	2
Diegten	4	1	2	1	1	1	377	395	476	142	3
St.Stephan	4	3	2	3	1	1	392	365	405	219	2
Gonten	4	2	3	1	1	1	434	334	370	241	5
Killwangen	4	1	1	1	1	1	330	384	508	155	3
Laufen-Uhwiesen	4	1	1	1	1	1	304	353	503	209	4
Riniken	4	1	1	1	1	1	343	376	490	160	3
Rohrbach	4	1	1	1	1	1	306	396	408	254	2
Arisdorf	4	1	2	1	1	1	321	336	520	183	3
Auenstein	4	1	1	1	1	1	324	332	513	190	3
Magliaso	4	1	1	1	1	1	274	360	473	252	7
Boncourt	4	1	2	1	1	1	265	313	445	335	2
Visperterminen	4	2	2	2	1	1	329	385	434	209	1
Stein (AR)	4	1	2	1	1	1	388	349	414	204	5
Zuoz	4	2	1	3	1	1	456	318	403	176	5
Celerina/Schlarigna	4	2	1	2	1	1	298	494	437	124	5
Rancate	4	1	1	1	1	1	266	349	480	258	7
Biere	4	2	2	1	1	1	340	365	431	217	1
Ziefen	4	1	1	1	1	1	397	348	403	201	3
Court	4	2	1	1	1	1	327	323	434	265	2
Veltheim (AG)	4	1	1	1	1	1	382	393	447	126	3
Porza	4	1	1	1	1	1	286	386	506	170	7
Les Breuleux	4	1	2	1	1	1	334	368	395	250	2
Wikon	4	1	1	1	1	1	364	353	414	211	6
Bowil	4	2	2	1	1	1	380	376	390	193	2
Steg	4	1	1	1	1	2	311	397	455	173	1
Pery	4	2	1	1	1	2	304	323	492	216	2
Begnins	4	1	1	1	1	1	300	368	453	214	1
Attiswil	4	1	2	1	1	1	301	328	464	241	2
Waldenburg	4	1	1	1	1	1	381	360	406	181	3
Gentilino	4	1	1	1	1	1	254	345	512	217	7
Salmsach	4	1	1	1	1	1	373	377	427	149	5
Lutzenberg	4	1	1	1	1	1	353	392	400	178	5
Seewis im Prattigau	4	2	2	2	1	1	397	351	372	203	5
Niederwichtrach	4	1	2	1	1	1	337	378	473	134	2
Trun	4	2	2	2	1	1	331	307	381	303	5
Massongex	4	1	1	1	1	1	366	415	390	148	1
La Roche	4	2	2	1	1	1	361	391	358	208	2
Wil (ZH)	4	1	2	1	1	1	370	329	464	154	4
Cadempino	4	1	1	1	1	1	304	434	442	137	7
Boniswil	4	1	1	1	1	1	345	363	451	157	3
Nuglar-St.Pantaleon	4	1	1	1	1	1	346	323	501	144	2
Sumvitg	4	3	2	2	1	1	334	286	370	323	5
Vex	4	2	1	1	1	1	316	333	413	249	1
Volleges	4	2	1	1	1	1	396	331	383	199	1
Guttingen	4	1	2	1	1	1	371	356	420	161	5
Dintikon	4	1	1	1	1	1	354	376	442	135	3
Ormont-Dessus	4	3	2	2	2	1	243	322	450	292	1
Linden	4	1	2	1	1	1	337	344	388	238	2
Matzendorf	4	2	2	1	1	1	396	330	401	178	2
L'Abbaye	4	2	1	2	1	1	307	306	415	276	1
Bellikon	4	1	1	1	1	1	306	378	518	101	3
Arni (AG)	4	1	1	1	1	1	358	312	536	96	3
Dinhard	4	1	2	1	1	1	354	303	524	120	4
Gampel	4	2	1	1	1	1	319	377	402	203	1
Wilchingen	4	2	2	1	1	1	373	299	437	192	5
Leibstadt	4	1	1	1	1	1	384	334	431	149	3
Les Ponts-de-Martel	4	1	2	1	1	1	350	341	350	256	2
Heremence	4	3	1	2	1	1	261	338	428	267	1
Witterswil	4	1	1	1	1	1	335	298	500	157	2
Oberweningen	4	1	1	1	1	1	373	316	507	94	4
Montagny (FR)	4	1	2	1	1	1	335	363	402	190	2
Muhlethurnen	4	1	1	1	1	1	369	324	437	160	2
Ernetschwil	4	1	2	1	1	1	405	388	362	134	5
Davesco-Soragno	4	1	1	1	1	1	303	393	436	156	7
Penthaz	4	1	1	1	1	1	302	400	470	115	1
Jongny	4	1	1	1	1	1	299	326	475	186	1
Dardagny	4	1	2	1	1	1	394	404	396	90	1
Ramsen	4	1	2	1	1	1	352	336	364	231	5
Andermatt	4	1	1	3	1	1	275	336	421	250	6
Frauenkappelen	4	1	2	1	1	1	351	354	432	143	2
Tobel-Tagerschen	4	1	2	1	1	1	357	389	380	154	5
Seegraben	4	1	1	1	1	1	361	351	459	108	4
Dierikon	4	1	1	1	1	1	389	405	387	98	6
Altishofen	4	1	1	1	1	1	391	446	331	111	6
Collex-Bossy	4	1	2	1	1	1	384	312	474	109	1
Rodersdorf	4	1	1	1	1	1	352	257	552	118	2
Beatenberg	4	2	1	2	1	1	289	301	421	268	2
Hasliberg	4	2	2	2	1	1	407	296	395	178	2
Ossingen	4	1	2	1	1	1	364	322	408	178	4
Uerkheim	4	1	1	1	1	1	312	367	418	171	3
Eichberg	4	1	1	1	1	1	396	371	369	130	5
Wohlenschwil	4	1	1	1	1	1	349	355	449	110	3
Rothenbach im Emmental	4	3	3	1	1	1	374	357	330	201	2
Ferenbalm	4	1	2	1	1	1	298	358	439	167	2
Matran	4	1	1	1	1	1	397	343	409	112	2
Wildhaus	4	2	2	2	1	1	344	309	392	215	5
Sisseln	4	1	1	1	1	2	325	399	432	103	3
Schinznach Bad	4	1	1	1	1	1	307	346	426	179	3
St.Peterzell	4	1	2	1	1	1	415	314	376	151	5
Eich	4	1	2	1	1	1	347	354	448	107	6
Fischbach-Goslikon	4	1	1	1	1	1	348	400	416	90	3
Grachen	4	2	1	1	1	1	328	370	386	170	1
Starrkirch-Wil	4	1	1	1	1	1	257	342	456	198	2
Develier	4	1	2	1	1	1	341	368	394	150	2
Laufelfingen	4	1	2	1	1	1	301	325	398	227	3
Fontenais	4	1	2	1	1	1	312	316	405	216	2
Treyvaux	4	1	2	1	1	1	376	347	363	162	2
Flurlingen	4	1	1	1	1	1	305	356	412	175	4
Zetzwil	4	1	1	1	1	1	315	351	419	160	3
Schonenbuch	4	1	1	1	1	1	300	296	481	168	3
Kleinlutzel	4	2	2	1	1	1	292	297	429	225	2
Wahlen	4	1	1	1	1	1	330	358	381	171	3
Auw	4	1	2	1	1	1	339	412	353	135	3
Saint-Aubin (FR)	4	1	2	1	1	1	360	355	390	134	2
Lupsingen	4	1	1	1	1	1	316	297	480	144	3
Churwalden	4	2	2	2	1	1	294	407	357	178	5
Orvin	4	2	1	1	1	1	298	294	379	264	2
Schneisingen	4	1	2	1	1	1	279	310	473	170	3
Misery-Courtion	4	1	2	1	1	1	339	350	376	167	2
Romerswil	4	1	3	1	1	1	353	385	353	138	6
Unterlunkhofen	4	1	1	1	1	1	354	410	392	71	3
Tannay	4	1	1	1	1	1	313	285	506	123	1
Lengwil	4	1	2	1	1	1	356	346	404	121	5
Egolzwil	4	1	1	1	1	1	385	400	329	112	6
Oron-la-Ville	4	1	1	1	1	1	293	334	351	246	1
Villnachern	4	1	1	1	1	1	294	316	459	152	3
Bellmund	4	1	1	1	1	1	321	309	434	157	2
Schmiedrued	4	1	2	1	1	1	368	303	369	179	3
Cureglia	4	1	1	1	1	1	292	350	454	123	7
Radelfingen	4	1	2	1	1	1	336	306	388	187	2
Seltisberg	4	1	1	1	1	1	338	254	454	171	3
Birwinken	4	1	2	1	1	1	365	345	356	150	5
Avry-sur-Matran	4	1	1	1	1	1	344	358	420	93	2
Affoltern im Emmental	4	1	2	1	1	1	318	337	345	212	2
Egliswil	4	1	1	1	1	1	330	379	369	132	3
Grusch	4	1	1	1	1	1	353	303	384	170	5
Langnau bei Reiden	4	1	2	1	1	1	352	344	368	142	6
Brusio	4	3	1	1	1	1	231	310	388	273	5
Rhazuns	4	2	1	1	1	1	340	322	401	138	5
Mesocco	4	3	1	3	1	1	215	323	387	276	5
Linthal	4	3	2	2	1	1	306	276	405	213	5
Amlikon-Bissegg	4	1	2	1	1	1	382	304	341	172	5
Salgesch	4	2	1	1	1	1	261	342	394	201	1
Wyssachen	4	1	2	1	1	1	331	287	348	232	2
Aristau	4	1	2	1	1	1	348	366	375	108	3
Harkingen	4	1	1	1	1	1	340	312	404	140	2
Bedano	4	1	1	1	1	1	245	357	401	193	7
Tagerig	4	1	1	1	1	1	302	337	420	134	3
Blumenstein	4	2	2	1	1	1	309	258	421	204	2
Thundorf	3	2	2	1	1	1	348	318	388	136	5
Meinisberg	3	1	1	1	1	1	263	347	422	157	2
Gunsberg	3	1	1	1	1	1	275	324	395	193	2
Breil/Brigels	3	2	2	2	1	1	312	293	346	236	5
Emmetten	3	2	1	2	1	1	296	309	437	142	6
Holziken	3	1	1	1	1	1	313	361	395	115	3
Travers	3	2	2	1	1	1	291	289	370	230	2
Sala Capriasca	3	2	1	1	1	1	268	337	424	150	7
Avusy	3	1	1	1	1	1	321	337	425	94	1
Hirschthal	3	1	1	1	1	1	283	331	404	159	3
Marbach (LU)	3	3	3	2	1	1	327	310	356	182	6
Lufingen	3	1	1	1	1	1	239	376	436	121	4
Malvaglia	3	3	1	2	1	1	229	329	366	248	7
Welschenrohr	3	2	2	1	1	1	294	264	345	268	2
Tamins	3	3	1	1	1	1	281	315	443	128	5
Thurnen	3	1	1	1	1	1	255	342	384	186	3
Saas Grund	3	1	1	1	1	1	289	364	347	167	1
Flaach	3	1	2	1	1	1	347	309	346	162	4
Les Brenets	3	1	1	1	1	1	272	299	392	201	2
St.Ursen	3	1	3	1	1	1	313	360	305	184	2
Duggingen	3	1	1	1	1	1	285	288	434	155	3
Pazzallo	3	1	1	1	1	1	248	392	390	132	7
Leuzigen	3	1	2	1	1	1	279	304	377	200	2
Apples	3	2	2	1	1	1	295	299	395	170	1
Sonvilier	3	2	2	1	1	1	258	309	389	202	2
Origlio	3	1	1	1	1	1	294	297	419	148	7
Bettingen	3	1	1	1	1	1	235	330	385	201	3
Sutz-Lattrigen	3	1	1	1	1	1	302	299	391	159	2
Laax	3	2	1	2	1	1	249	364	425	112	5
Liesberg	3	2	1	1	1	1	275	309	373	192	3
Stalden (VS)	3	2	1	1	1	1	307	288	353	201	1
Tentlingen	3	1	1	1	1	1	314	374	354	105	2
Granges-pres-Marnand	3	1	2	1	1	1	331	289	350	176	1
Schlatt-Haslen	3	1	3	1	1	1	398	290	287	171	5
Jouxtens-Mezery	3	1	1	1	1	1	321	264	445	115	1
Reitnau	3	1	1	1	1	1	315	375	329	124	3
Haggenschwil	3	1	2	1	1	1	409	330	281	123	5
Kandersteg	3	2	1	2	1	1	248	286	402	201	2
Schofflisdorf	3	1	1	1	1	1	256	334	406	137	4
Wittnau	3	2	2	1	1	1	322	324	348	137	3
Warth-Weiningen	3	1	2	1	1	1	308	274	424	125	5
Jenaz	3	2	1	2	1	1	274	283	372	201	5
Lohningen	3	1	1	1	1	1	291	304	394	138	5
Lumino	3	2	1	1	1	1	229	307	411	180	7
Courtelary	3	2	2	2	1	1	298	239	389	201	2
Kriegstetten	3	1	1	1	1	1	303	315	384	124	2
Hochwald	3	1	2	1	1	1	325	246	435	118	2
Marsens	3	1	1	1	1	1	324	274	344	181	2
Erlach	3	1	1	1	1	1	310	263	391	159	2
Sulz (AG)	3	2	2	1	1	1	272	315	361	174	3
Glovelier	3	2	2	1	1	1	288	334	324	176	2
Cugnasco	3	2	1	1	1	1	273	330	361	156	7
Praroman	3	1	1	1	1	1	304	313	376	126	2
Echichens	3	1	1	1	1	1	298	293	346	182	1
Durrenasch	3	1	1	1	1	1	303	296	360	156	3
Rossens (FR)	3	1	1	1	1	1	318	359	353	84	2
Trelex	3	1	1	1	1	1	296	284	428	105	1
Kappelen	3	1	2	1	1	1	289	328	345	150	2
Ganterschwil	3	1	2	1	1	1	377	286	302	146	5
Luzein	3	2	2	2	1	1	302	258	366	184	5
Denges	3	1	1	1	1	1	280	361	365	103	1
Hefenhofen	3	1	2	1	1	1	348	308	322	130	5
Salenstein	3	1	1	1	1	1	253	261	405	189	5
Trin	3	2	1	2	1	1	279	276	402	151	5
Muntschemier	3	1	2	1	1	1	273	319	349	166	2
Champery	3	2	1	2	1	1	248	289	375	195	1
Jussy	3	1	2	1	1	1	341	258	377	131	1
Buttwil	3	1	1	1	1	1	344	303	380	78	3
Perroy	3	1	1	1	1	1	236	344	401	123	1
Melano	3	1	1	1	1	1	222	345	373	162	7
Heitenried	3	1	2	1	1	1	301	359	320	121	2
Biberstein	3	1	1	1	1	1	231	279	452	139	3
Trachselwald	3	2	2	1	1	1	335	271	329	165	2
Lavertezzo	3	3	1	1	1	1	263	361	326	148	7
Gerra (Verzasca)	3	2	1	1	1	1	225	281	419	173	7
Oberruti	3	1	1	1	1	1	382	317	332	66	3
Palezieux	3	1	1	1	1	1	331	312	333	115	1
Hermetschwil-Staffeln	3	1	1	1	1	1	304	394	298	91	3
Hagenbuch	3	1	2	1	1	1	313	318	356	98	4
Mumpf	3	1	1	1	1	1	278	356	340	110	3
Charrat	3	1	1	1	1	1	305	305	294	177	1
Ormont-Dessous	3	3	2	2	1	1	203	230	365	277	1
Muolen	3	1	2	1	1	1	330	301	313	130	5
Oberstammheim	3	1	2	1	1	1	304	248	321	191	4
Herznach	3	1	2	1	1	1	322	262	344	131	3
Neudorf	3	1	2	1	1	1	330	292	324	112	6
Bodio	3	1	1	1	1	1	180	288	374	216	7
Tubach	3	1	1	1	1	1	255	276	394	132	5
Quinto	3	3	1	2	1	1	214	272	357	214	7
Haut-Vully	3	1	2	1	1	1	234	246	394	181	2
Courtaman	3	1	1	1	1	1	338	329	318	69	2
Remigen	3	1	1	1	1	1	304	264	381	103	3
Baltschieder	3	1	1	1	1	1	332	310	319	89	1
Chavannes-de-Bogis	3	1	1	1	1	1	337	236	436	39	1
Obergerlafingen	3	1	1	1	1	1	216	276	391	164	2
Goldingen	3	2	2	1	1	1	312	273	321	139	5
Manno	3	1	1	1	1	2	211	334	379	121	7
Cheserex	3	1	1	1	1	1	264	333	362	84	1
Uesslingen-Buch	3	1	3	1	1	1	318	284	311	128	5
Bossonnens	3	1	1	1	1	1	304	350	295	92	2
Pura	3	1	1	1	1	1	217	249	379	195	7
Vitznau	3	1	1	1	1	1	258	264	338	179	6
Hundwil	3	2	2	1	1	1	338	264	280	156	5
Grub (AR)	3	1	1	1	1	1	303	250	332	153	5
Gingins	3	2	1	1	1	1	264	270	398	105	1
Rochefort	3	2	1	1	1	1	259	296	346	135	2
Ependes (FR)	3	1	2	1	1	1	314	330	315	75	2
Durrenroth	3	1	2	1	1	1	256	270	295	211	2
Mitlodi	3	1	1	1	1	1	272	277	322	159	5
Burgistein	3	1	2	1	1	1	278	241	358	152	2
Les Bois	3	2	2	1	1	1	305	244	314	166	2
Langrickenbach	3	1	2	1	1	1	320	292	273	143	5
Bariswil	3	1	1	1	1	1	268	256	395	108	2
Rechthalten	3	1	2	1	1	1	233	310	343	139	2
Dietwil	3	1	2	1	1	1	304	314	306	99	3
Gravesano	3	1	1	1	1	1	227	297	383	115	7
Salvan	3	2	1	1	1	1	230	237	348	205	1
Meierskappel	3	1	2	1	1	1	284	301	338	96	6
Semsales	3	2	2	2	1	1	240	286	333	160	2
Boppelsen	3	1	1	1	1	1	220	304	392	102	4
Bettwiesen	3	1	1	1	1	1	326	294	287	109	5
Aeschi (SO)	3	1	1	1	1	1	268	274	342	131	2
Aefligen	3	1	1	1	1	1	244	281	357	132	2
La Rippe	3	2	1	1	1	1	278	306	344	82	1
Arzo	3	1	1	1	1	1	236	280	340	154	7
Flumenthal	3	1	1	1	1	1	229	310	340	127	2
Oberschrot	3	1	1	1	1	1	282	299	274	151	2
Wuppenau	3	1	2	1	1	1	305	260	307	129	5
Vufflens-la-Ville	3	1	1	1	1	1	245	254	398	102	1
Umiken	3	1	1	1	1	1	204	290	327	178	3
Rekingen (AG)	3	1	1	1	1	1	320	253	332	93	3
La Sagne	3	2	3	1	1	1	237	254	300	206	2
Fiesch	3	1	1	1	1	1	240	270	328	158	1
Wegenstetten	3	1	2	1	1	1	275	258	338	123	3
Weiach	3	1	1	1	1	1	265	275	331	123	4
Gryon	3	2	1	1	2	1	212	234	353	194	1
Turtmann	3	1	1	1	1	1	305	257	307	123	1
Burg (AG)	3	1	1	1	1	1	283	277	303	128	3
Gettnau	3	1	1	1	1	1	289	311	274	116	6
Oberembrach	3	1	2	1	1	1	243	286	347	114	4
Arni (BE)	3	1	2	1	1	1	281	270	297	142	2
Trullikon	3	1	2	1	1	1	232	253	380	124	4
Vorderthal	3	2	2	1	1	1	291	268	298	131	6
Bertschikon	3	1	2	1	1	1	267	242	361	115	4
Les Hauts-Geneveys	3	1	1	1	1	1	221	306	349	107	2
Plasselb	3	2	1	1	1	1	242	289	348	101	2
Muhlau	3	1	2	1	1	1	298	297	287	98	3
Obermumpf	3	1	1	1	1	1	275	289	298	118	3
Servion	3	1	1	1	1	1	282	308	325	64	1
Staffelbach	3	1	2	1	1	1	270	301	299	108	3
Battwil	3	1	1	1	1	1	288	292	319	77	2
Stettfurt	3	1	2	1	1	1	294	264	316	97	5
Waldi	3	1	2	1	1	1	270	275	309	116	5
Baulmes	3	2	2	1	1	1	288	253	297	132	1
Arogno	3	2	1	1	1	1	220	241	300	208	7
Mezieres (VD)	3	1	1	1	1	1	245	266	316	142	1
Messen	3	1	2	1	1	1	256	294	293	125	2
Siviriez	3	1	2	1	1	1	294	264	264	143	2
Tegerfelden	3	1	1	1	1	1	260	262	329	114	3
Thorigen	3	1	1	1	1	1	225	297	304	139	2
Yens	3	1	2	1	1	1	232	249	353	131	1
Spiringen	3	2	2	2	1	1	321	273	249	120	6
Cottens (FR)	3	1	1	1	1	1	233	263	311	156	2
Lommis	3	1	2	1	1	1	296	280	301	85	5
Yvorne	3	1	2	1	1	1	212	274	330	146	1
Birrwil	3	1	1	1	1	1	195	248	351	166	3
Zernez	3	3	2	2	1	1	230	245	335	149	5
Morschach	3	2	1	2	1	1	274	331	247	106	6
Seewen	3	2	2	1	1	1	243	261	311	143	2
Mauensee	3	1	2	1	1	1	303	304	269	82	6
Herdern	3	1	2	1	1	1	279	234	321	121	5
St.Silvester	3	1	1	1	1	1	256	313	307	79	2
Aesch (LU)	3	1	1	1	1	1	282	264	299	105	6
Aesch bei Birmensdorf	3	1	1	1	1	1	199	279	365	107	4
Augst	3	1	1	1	1	1	188	249	369	144	3
Niederbuchsiten	3	1	1	1	1	1	233	299	273	142	2
Himmelried	3	1	1	1	1	1	221	269	354	102	2
Schnottwil	3	1	2	1	1	1	235	322	285	104	2
Kandergrund	3	2	1	2	1	1	191	308	323	123	2
Stusslingen	3	1	1	1	1	1	265	229	347	104	2
Hemberg	3	2	3	1	1	1	333	201	265	145	5
Beinwil (Freiamt)	3	1	2	1	1	1	297	255	280	110	3
Le Vaud	3	1	1	1	1	1	272	235	323	112	1
Osogna	3	2	1	1	1	1	224	291	311	115	7
Mezzovico-Vira	3	2	1	1	1	2	186	279	311	162	7
Posieux	3	1	1	1	1	1	268	316	281	71	2
Innertkirchen	3	3	1	2	1	1	225	207	320	184	2
Venthone	3	1	1	1	1	1	224	231	326	154	1
Choulex	3	1	1	1	1	1	237	201	325	172	1
Le Paquier (FR)	3	1	1	1	1	1	277	276	259	121	2
Erschwil	3	1	1	1	1	1	246	223	286	176	2
Evionnaz	3	2	1	1	1	1	263	252	273	142	1
Langenbruck	3	2	2	1	1	1	244	248	325	112	3
Gansingen	3	1	2	1	1	1	262	224	321	120	3
Unterlangenegg	3	1	2	1	1	1	247	248	301	131	2
