STRATO	N	M1	M2	M3	M4	S1	S2	S3	S4	COST	CENS	DOM1	X1	X2	X3	X4	X5	X6	LABEL	STRATUM
8*1*2*1*1*1	4	1133	1430.75	1648.25	507.25	109.577978322897	301.200237937046	93.503564994425	204.392392226325	1	0	4	8	1	2	1	1	1	3	8*1*2*1*1*1
8*1*2*1*1*2	2	1223	1520	1675	610	90.5096679918781	328.097546470558	234.759451353934	268.700576850888	1	0	4	8	1	2	1	1	2	5	8*1*2*1*1*2
8*1*2*1*2*1	2	1106.5	1490.5	2073.5	804.5	98.2878425849301	218.495995386643	44.5477272147525	109.601551083915	1	0	4	8	1	2	1	2	1	5	8*1*2*1*2*1
8*1*2*1*2*2	1	1358	1431	1963	672	0	0	0	0	1	0	4	8	1	2	1	2	2	1	8*1*2*1*2*2
9*1*1*1*1*1	2	1349	1792.5	2036.5	750.5	275.771644662754	91.2167747730646	89.8025612106915	386.787409309041	1	0	4	9	1	1	1	1	1	3	9*1*1*1*1*1
9*1*1*1*1*2	1	1285	1871	2232	893	0	0	0	0	1	0	4	9	1	1	1	1	2	1	9*1*1*1*1*2
9*1*1*1*2*1	3	1394.66666666667	1822.33333333333	2425.33333333333	883	46.1988455844227	90.340098147685	183.287570045907	148.091188124074	1	0	4	9	1	1	1	2	1	3	9*1*1*1*2*1
9*1*2*1*2*1	1	1529	1690	2010	853	0	0	0	0	1	0	4	9	1	2	1	2	1	1	9*1*2*1*2*1
1*1*1*1*1*1	79	44.8987341772152	40.3544303797468	52.5316455696203	30.6708860759494	25.8965372087233	25.7841324564226	28.9955060368725	17.6204437784181	1	0	5	1	1	1	1	1	1	1	1*1*1*1*1*1
1*1*1*2*1*1	14	25.2142857142857	24.1428571428571	34.2142857142857	20.4285714285714	17.8074252940844	17.9351701879388	25.1982251250073	13.2008990702806	1	0	5	1	1	1	2	1	1	2	1*1*1*2*1*1
1*1*1*3*1*1	2	49.5	55	69.5	52.5	19.0918830920368	4.24264068711928	0.707106781186548	7.77817459305202	1	0	5	1	1	1	3	1	1	3	1*1*1*3*1*1
1*1*2*3*1*1	1	40	30	52	38	0	0	0	0	1	0	5	1	1	2	3	1	1	4	1*1*2*3*1*1
1*2*1*1*1*1	18	34.5555555555556	36.1666666666667	48.7777777777778	32.3333333333333	20.6546454601614	17.0957511061185	23.3176417825786	15.8745078663875	1	0	5	1	2	1	1	1	1	1	1*2*1*1*1*1
1*2*1*2*1*1	15	48.9333333333333	46.4666666666667	67.5333333333333	42.9333333333333	23.2516256472122	26.0298363604611	33.6873580922888	19.2036702841137	1	0	5	1	2	1	2	1	1	5	1*2*1*2*1*1
1*2*1*3*1*1	2	76	68.5	108.5	62	16.9705627484771	3.53553390593274	4.94974746830583	1.4142135623731	1	0	5	1	2	1	3	1	1	6	1*2*1*3*1*1
1*2*2*1*1*1	1	78	64	102	50	0	0	0	0	1	0	5	1	2	2	1	1	1	5	1*2*2*1*1*1
1*3*1*1*1*1	2	38.5	59.5	81.5	66	36.0624458405139	55.8614357137373	43.1335136523794	25.4558441227157	1	0	5	1	3	1	1	1	1	1	1*3*1*1*1*1
1*3*2*3*1*1	1	92	61	89	66	0	0	0	0	1	0	5	1	3	2	3	1	1	7	1*3*2*3*1*1
10*1*1*1*1*1	2	1626.5	2542	2407	1458.5	352.846283812087	46.6690475583121	299.813275223096	167.584307141212	1	0	5	10	1	1	1	1	1	8	10*1*1*1*1*1
10*1*1*1*2*2	2	1997.5	2312	2505	1141	47.3761543394987	48.0832611206852	329.511760032931	356.38181771802	1	0	5	10	1	1	1	2	2	8	10*1*1*1*2*2
10*1*2*1*1*2	1	2001	2019	2319	889	0	0	0	0	1	0	5	10	1	2	1	1	2	8	10*1*2*1*1*2
10*1*2*1*2*1	1	2048	1988	2640	819	0	0	0	0	1	0	5	10	1	2	1	2	1	8	10*1*2*1*2*1
10*1*2*1*2*2	1	2107	2357	2864	1158	0	0	0	0	1	0	5	10	1	2	1	2	2	8	10*1*2*1*2*2
10*1*3*1*2*2	1	1944	2044	2450	863	0	0	0	0	1	0	5	10	1	3	1	2	2	9	10*1*3*1*2*2
10*2*3*1*2*2	3	2218	2229.66666666667	2302.33333333333	1124.33333333333	161.613737039894	55.1935986626469	168.387450047007	213.125158846471	1	0	5	10	2	3	1	2	2	8	10*2*3*1*2*2
10*3*3*3*2*2	1	2210	2338	2251	1038	0	0	0	0	1	0	5	10	3	3	3	2	2	9	10*3*3*3*2*2
11*1*1*1*2*2	2	2116.5	2497	3084.5	1819.5	102.530483272049	179.605122421383	361.331565186326	185.969083452062	1	0	5	11	1	1	1	2	2	8	11*1*1*1*2*2
11*1*2*1*2*2	3	2344	2866	3016	1499	207.846096908265	239.931240150173	251.513419125104	205.182845286832	1	0	5	11	1	2	1	2	2	10	11*1*2*1*2*2
11*1*3*1*2*2	1	3008	3283	3378	1688	0	0	0	0	1	0	5	11	1	3	1	2	2	7	11*1*3*1*2*2
11*2*3*1*2*2	1	2734	2951	3168	1528	0	0	0	0	1	0	5	11	2	3	1	2	2	11	11*2*3*1*2*2
11*3*3*3*2*2	1	2537	3630	3805	1445	0	0	0	0	1	0	5	11	3	3	3	2	2	6	11*3*3*3*2*2
12*1*1*1*2*2	1	3043	3643	4002	2218	0	0	0	0	1	0	5	12	1	1	1	2	2	10	12*1*1*1*2*2
12*1*2*1*2*2	1	3246	3353	3755	1623	0	0	0	0	1	0	5	12	1	2	1	2	2	10	12*1*2*1*2*2
13*1*1*1*2*2	2	3616.5	4994.5	5383.5	2760.5	200.111219075793	112.429978208661	255.265548008344	54.4472221513642	1	0	5	13	1	1	1	2	2	6	13*1*1*1*2*2
13*1*3*1*2*2	1	4165	5007	5235	2398	0	0	0	0	1	0	5	13	1	3	1	2	2	10	13*1*3*1*2*2
13*2*2*1*2*2	1	4017	5001	5939	1990	0	0	0	0	1	0	5	13	2	2	1	2	2	10	13*2*2*1*2*2
13*2*3*1*2*2	1	3804	4487	5049	2542	0	0	0	0	1	0	5	13	2	3	1	2	2	10	13*2*3*1*2*2
14*2*3*1*2*3	1	5088	6671	6976	3219	0	0	0	0	1	0	5	14	2	3	1	2	3	6	14*2*3*1*2*3
15*2*2*1*2*3	2	6920	9815	10760.5	5813	52.3259018078045	667.508801440101	253.851334445971	813.17279836453	1	0	5	15	2	2	1	2	3	11	15*2*2*1*2*3
16*2*3*1*3*3	1	14337	24309	21334	12646	0	0	0	0	1	0	5	16	2	3	1	3	3	11	16*2*3*1*3*3
2*1*1*1*1*1	28	135.321428571429	133.25	163.642857142857	72.1785714285714	28.6007686654392	33.48811287164	32.55902251435	20.7150930329815	1	0	5	2	1	1	1	1	1	3	2*1*1*1*1*1
2*1*2*1*1*1	7	175.571428571429	152.714285714286	170.428571428571	73.8571428571429	42.723362628493	43.7672415005953	49.3351029283651	24.4023808362256	1	0	5	2	1	2	1	1	1	5	2*1*2*1*1*1
2*1*2*2*1*1	1	121	122	189	72	0	0	0	0	1	0	5	2	1	2	2	1	1	12	2*1*2*2*1*1
2*2*1*1*1*1	9	141.555555555556	154.555555555556	186	83.8888888888889	36.1424650207727	32.4503894857639	36.5820994476807	22.4134136425291	1	0	5	2	2	1	1	1	1	3	2*2*1*1*1*1
2*2*1*2*1*1	15	127.8	116.666666666667	160.266666666667	95.1333333333333	35.4666845685597	40.3815139224208	44.6309736564621	26.6427869270108	1	0	5	2	2	1	2	1	1	5	2*2*1*2*1*1
2*2*2*1*1*1	1	171	155	212	106	0	0	0	0	1	0	5	2	2	2	1	1	1	1	2*2*2*1*1*1
2*3*1*1*1*1	1	138	204	215	99	0	0	0	0	1	0	5	2	3	1	1	1	1	3	2*3*1*1*1*1
2*3*1*2*1*1	2	119	108.5	137.5	103	2.82842712474619	12.0208152801713	33.2340187157677	45.254833995939	1	0	5	2	3	1	2	1	1	12	2*3*1*2*1*1
2*3*1*3*1*1	1	127	139	154	100	0	0	0	0	1	0	5	2	3	1	3	1	1	12	2*3*1*3*1*1
2*3*2*2*1*1	1	80	101	124	87	0	0	0	0	1	0	5	2	3	2	2	1	1	9	2*3*2*2*1*1
2*3*2*3*1*1	2	138	142	157.5	92.5	28.2842712474619	72.1248916810278	28.9913780286484	2.12132034355964	1	0	5	2	3	2	3	1	1	5	2*3*2*3*1*1
3*1*1*1*1*1	16	249.9375	233.375	306.0625	132.25	47.3673146800618	42.2293341963459	54.3414743389737	41.3481156362254	1	0	5	3	1	1	1	1	1	4	3*1*1*1*1*1
3*1*2*1*1*1	15	302.866666666667	263.133333333333	310	122.133333333333	48.9400021406192	39.9961902947673	36.976826720065	21.2430380752534	1	0	5	3	1	2	1	1	1	12	3*1*2*1*1*1
3*1*3*1*1*1	2	358	287	299	149.5	56.5685424949238	4.24264068711928	16.9705627484771	30.4055915910215	1	0	5	3	1	3	1	1	1	12	3*1*3*1*1*1
3*2*1*1*1*1	5	202.2	235	285.6	137.8	31.9874975576396	17.3060682998768	51.5780961261658	34.3030610878971	1	0	5	3	2	1	1	1	1	1	3*2*1*1*1*1
3*2*1*2*1*1	6	213.333333333333	285	338.666666666667	129.166666666667	62.0408467597491	63.1917716162476	78.6782477351057	46.158061773288	1	0	5	3	2	1	2	1	1	12	3*2*1*2*1*1
3*2*1*3*1*1	2	189.5	222	258.5	144	3.53553390593274	28.2842712474619	41.7193000900063	90.5096679918781	1	0	5	3	2	1	3	1	1	9	3*2*1*3*1*1
3*2*2*1*1*1	3	332.666666666667	285	329.666666666667	143.666666666667	18.5831464863551	28.9309522829789	54.5191097995312	10.785793124909	1	0	5	3	2	2	1	1	1	5	3*2*2*1*1*1
3*2*2*2*1*1	2	307	275.5	356	210	7.07106781186548	24.7487373415292	14.142135623731	36.7695526217005	1	0	5	3	2	2	2	1	1	1	3*2*2*2*1*1
3*2*2*3*1*1	2	201	175.5	245.5	148	7.07106781186548	27.5771644662754	13.4350288425444	21.2132034355964	1	0	5	3	2	2	3	1	1	5	3*2*2*3*1*1
3*2*3*1*1*1	1	333	201	265	145	0	0	0	0	1	0	5	3	2	3	1	1	1	5	3*2*3*1*1*1
3*3*1*1*1*1	1	281	315	443	128	0	0	0	0	1	0	5	3	3	1	1	1	1	12	3*3*1*1*1*1
3*3*2*2*1*1	1	230	245	335	149	0	0	0	0	1	0	5	3	3	2	2	1	1	12	3*3*2*2*1*1
3*3*2*3*1*1	1	220	221	288	136	0	0	0	0	1	0	5	3	3	2	3	1	1	12	3*3*2*3*1*1
4*1*1*1*1*1	11	385.818181818182	409.818181818182	482.272727272727	208	55.3530815435206	52.710185319003	89.5679528727668	60.8982758376623	1	0	5	4	1	1	1	1	1	12	4*1*1*1*1*1
4*1*2*1*1*1	18	413.111111111111	377.888888888889	424.333333333333	189	46.2091013302751	43.8122852618907	65.5941173832998	46.3211297230921	1	0	5	4	1	2	1	1	1	2	4*1*2*1*1*1
4*1*3*1*1*1	2	447.5	383	425	150.5	61.5182899632296	29.698484809835	60.8111831820431	19.0918830920368	1	0	5	4	1	3	1	1	1	5	4*1*3*1*1*1
4*2*1*1*1*1	1	340	322	401	138	0	0	0	0	1	0	5	4	2	1	1	1	1	13	4*2*1*1*1*1
4*2*1*2*1*1	1	298	494	437	124	0	0	0	0	1	0	5	4	2	1	2	1	1	9	4*2*1*2*1*1
4*2*1*3*1*1	1	456	318	403	176	0	0	0	0	1	0	5	4	2	1	3	1	1	12	4*2*1*3*1*1
4*2*2*1*1*1	2	426.5	370.5	503.5	211	75.6604255869606	101.116269709676	94.0452018978108	26.8700576850888	1	0	5	4	2	2	1	1	1	9	4*2*2*1*1*1
4*2*2*2*1*1	6	386.333333333333	354	402	234	87.2047399323378	39.8396787135639	47.7409677321271	44.6407885235017	1	0	5	4	2	2	2	1	1	12	4*2*2*2*1*1
4*2*2*3*1*1	1	322	440	528	235	0	0	0	0	1	0	5	4	2	2	3	1	1	13	4*2*2*3*1*1
4*2*3*1*1*1	4	465.75	387	438.25	208.5	51.3314393589997	56.6097753631532	51.7518115624951	31.838132273528	1	0	5	4	2	3	1	1	1	1	4*2*3*1*1*1
4*3*1*1*1*1	1	231	310	388	273	0	0	0	0	1	0	5	4	3	1	1	1	1	1	4*3*1*1*1*1
4*3*1*3*1*1	1	215	323	387	276	0	0	0	0	1	0	5	4	3	1	3	1	1	13	4*3*1*3*1*1
4*3*2*2*1*1	3	348	331.666666666667	408.666666666667	280.333333333333	50.4777178564959	87.8995638972875	40.6242948656753	59.0028247911346	1	0	5	4	3	2	2	1	1	12	4*3*2*2*1*1
4*3*2*3*1*1	1	528	458	511	257	0	0	0	0	1	0	5	4	3	2	3	1	1	13	4*3*2*3*1*1
5*1*1*1*1*1	9	546.333333333333	617.666666666667	630.222222222222	302.888888888889	53.9560005930758	109.857862713599	101.339500908799	94.6354115070628	1	0	5	5	1	1	1	1	1	2	5*1*1*1*1*1
5*1*2*1*1*1	13	607.846153846154	582.153846153846	685.76923076923	253.230769230769	61.5559991035888	94.4614967009012	95.0273240057422	66.8320704529318	1	0	5	5	1	2	1	1	1	14	5*1*2*1*1*1
5*1*3*1*1*1	5	651	567	643.4	273.2	48.4355241532493	39.6673669405974	25.6281095674262	27.3166615822651	1	0	5	5	1	3	1	1	1	13	5*1*3*1*1*1
5*2*1*1*1*1	2	640	648.5	694	248.5	74.953318805774	84.1457069611992	103.237590053236	23.3345237791561	1	0	5	5	2	1	1	1	1	7	5*2*1*1*1*1
5*2*1*2*1*1	1	396	873	721	201	0	0	0	0	1	0	5	5	2	1	2	1	1	5	5*2*1*2*1*1
5*2*1*2*1*2	1	606	625	641	221	0	0	0	0	1	0	5	5	2	1	2	1	2	9	5*2*1*2*1*2
5*2*2*1*1*1	3	515	483	613.333333333333	284	17.7763888346312	65.5057249406493	55.8957362715023	91.804139340228	1	0	5	5	2	2	1	1	1	14	5*2*2*1*1*1
5*2*2*2*1*1	1	534	650	761	423	0	0	0	0	1	0	5	5	2	2	2	1	1	14	5*2*2*2*1*1
5*2*3*1*1*1	2	619	458.5	619.5	323	195.161471607487	68.5893577750951	78.4888527117068	1.4142135623731	1	0	5	5	2	3	1	1	1	14	5*2*3*1*1*1
5*2*3*2*1*1	1	599	441	571	390	0	0	0	0	1	0	5	5	2	3	2	1	1	14	5*2*3*2*1*1
5*3*1*1*1*1	1	401	606	725	376	0	0	0	0	1	0	5	5	3	1	1	1	1	13	5*3*1*1*1*1
5*3*2*2*1*1	2	583.5	509	615.5	345.5	30.4055915910215	18.3847763108502	122.329473145273	94.0452018978108	1	0	5	5	3	2	2	1	1	12	5*3*2*2*1*1
5*3*2*3*1*1	1	465	582	690	385	0	0	0	0	1	0	5	5	3	2	3	1	1	13	5*3*2*3*1*1
5*3*3*2*1*1	1	653	591	698	394	0	0	0	0	1	0	5	5	3	3	2	1	1	13	5*3*3*2*1*1
6*1*1*1*1*1	4	742.25	767.25	1006.75	517.5	82.0421639565088	80.5579501559798	95.2833493673825	147.083876297393	1	0	5	6	1	1	1	1	1	14	6*1*1*1*1*1
6*1*1*1*1*2	5	723	855.6	955.2	446.2	121.620310803747	75.2549001726798	91.8079517253272	36.1067860657799	1	0	5	6	1	1	1	1	2	5	6*1*1*1*1*2
6*1*2*1*1*1	8	860.875	846.75	965.75	378.75	58.4598458040095	51.5107478382633	66.0189366772898	72.332071527287	1	0	5	6	1	2	1	1	1	9	6*1*2*1*1*1
6*1*2*1*1*2	4	937.75	920.75	1009.5	377	89.0482079175843	29.1018327028843	39.1109532825098	101.80700696252	1	0	5	6	1	2	1	1	2	9	6*1*2*1*1*2
6*1*3*1*1*1	1	881	758	686	274	0	0	0	0	1	0	5	6	1	3	1	1	1	8	6*1*3*1*1*1
6*2*1*1*1*1	1	668	721	865	554	0	0	0	0	1	0	5	6	2	1	1	1	1	14	6*2*1*1*1*1
6*2*1*2*1*1	2	554	1114	894	358	210.717820793591	159.80613254816	91.9238815542512	67.8822509939086	1	0	5	6	2	1	2	1	1	12	6*2*1*2*1*1
6*2*1*2*1*2	1	622	614	796	569	0	0	0	0	1	0	5	6	2	1	2	1	2	13	6*2*1*2*1*2
6*2*2*1*1*1	3	751	736.666666666667	889	416	24.4335834457412	86.5120415510658	90.7028114227999	48.4458460551573	1	0	5	6	2	2	1	1	1	14	6*2*2*1*1*1
6*2*2*1*1*2	1	676	811	1050	490	0	0	0	0	1	0	5	6	2	2	1	1	2	4	6*2*2*1*1*2
6*2*2*2*1*2	1	739	858	902	225	0	0	0	0	1	0	5	6	2	2	2	1	2	14	6*2*2*2*1*2
6*2*2*2*2*1	2	557	836.5	844	382.5	22.6274169979695	31.8198051533946	21.2132034355964	24.7487373415292	1	0	5	6	2	2	2	2	1	14	6*2*2*2*2*1
6*2*3*1*1*1	3	881.333333333333	752.333333333333	843.666666666667	360	45.632590692764	88.1891905696686	60.7974780178696	32.1403173599764	1	0	5	6	2	3	1	1	1	13	6*2*3*1*1*1
6*2*3*2*1*1	1	915	804	776	420	0	0	0	0	1	0	5	6	2	3	2	1	1	14	6*2*3*2*1*1
6*3*2*2*1*1	2	752.5	729.5	786.5	424.5	10.6066017177982	50.2045814642449	68.5893577750951	28.9913780286484	1	0	5	6	3	2	2	1	1	12	6*3*2*2*1*1
6*3*2*3*1*1	1	676	733	1028	788	0	0	0	0	1	0	5	6	3	2	3	1	1	14	6*3*2*3*1*1
6*3*3*1*1*1	1	1023	748	741	382	0	0	0	0	1	0	5	6	3	3	1	1	1	13	6*3*3*1*1*1
7*1*1*1*1*1	1	1113	1114	1280	548	0	0	0	0	1	0	5	7	1	1	1	1	1	13	7*1*1*1*1*1
7*1*1*1*1*2	1	1041	1177	1194	612	0	0	0	0	1	0	5	7	1	1	1	1	2	14	7*1*1*1*1*2
7*1*2*1*1*1	4	1081	998.75	1297.25	539.5	95.0473566176356	56.8763278233279	79.9473785269619	164.884808275353	1	0	5	7	1	2	1	1	1	13	7*1*2*1*1*1
7*1*2*1*1*2	3	1035.33333333333	1105.33333333333	1223.33333333333	553.666666666667	131.355751047807	254.686735683925	241.475326551872	162.00411517407	1	0	5	7	1	2	1	1	2	13	7*1*2*1*1*2
7*1*3*1*1*1	1	1117	1095	1248	509	0	0	0	0	1	0	5	7	1	3	1	1	1	14	7*1*3*1*1*1
7*1*3*1*1*2	1	1196	1250	1143	357	0	0	0	0	1	0	5	7	1	3	1	1	2	2	7*1*3*1*1*2
7*1*3*1*2*1	1	1202	1072	1290	589	0	0	0	0	1	0	5	7	1	3	1	2	1	12	7*1*3*1*2*1
7*2*1*1*1*2	1	991	1040	1084	626	0	0	0	0	1	0	5	7	2	1	1	1	2	13	7*2*1*1*1*2
7*2*1*2*1*2	1	949	1069	1237	692	0	0	0	0	1	0	5	7	2	1	2	1	2	14	7*2*1*2*1*2
7*2*2*1*1*1	1	1162	1064	1049	419	0	0	0	0	1	0	5	7	2	2	1	1	1	2	7*2*2*1*1*1
7*2*2*2*1*1	1	1112	1140	1234	405	0	0	0	0	1	0	5	7	2	2	2	1	1	13	7*2*2*2*1*1
7*2*2*2*1*2	1	1181	1272	1384	416	0	0	0	0	1	0	5	7	2	2	2	1	2	13	7*2*2*2*1*2
7*2*3*2*1*1	1	1081	993	1045	454	0	0	0	0	1	0	5	7	2	3	2	1	1	13	7*2*3*2*1*1
7*3*2*3*2*1	1	821	1106	1310	653	0	0	0	0	1	0	5	7	3	2	3	2	1	13	7*3*2*3*2*1
8*1*1*1*1*2	3	1318	1435.33333333333	1628	758.333333333333	195.622084642813	79.9770800500577	55.7494394590654	28.0416357107308	1	0	5	8	1	1	1	1	2	9	8*1*1*1*1*2
8*1*1*2*2*1	1	925	2015	2008	641	0	0	0	0	1	0	5	8	1	1	2	2	1	13	8*1*1*2*2*1
8*1*2*1*1*2	3	1409.33333333333	1447.33333333333	1479.66666666667	682.666666666667	127.602246584194	62.6843946555547	147.42229591664	156.21246215758	1	0	5	8	1	2	1	1	2	8	8*1*2*1*1*2
8*1*2*1*2*1	2	1398	1404	1790.5	935.5	219.20310216783	43.8406204335659	81.317279836453	191.625937701554	1	0	5	8	1	2	1	2	1	6	8*1*2*1*2*1
8*1*2*1*2*2	1	1437	1547	1481	569	0	0	0	0	1	0	5	8	1	2	1	2	2	9	8*1*2*1*2*2
8*1*3*1*2*1	1	1451	1509	1574	913	0	0	0	0	1	0	5	8	1	3	1	2	1	12	8*1*3*1*2*1
8*2*2*2*1*1	1	1129	1401	1650	749	0	0	0	0	1	0	5	8	2	2	2	1	1	13	8*2*2*2*1*1
8*2*2*2*2*1	1	1303	1327	1492	582	0	0	0	0	1	0	5	8	2	2	2	2	1	12	8*2*2*2*2*1
8*2*3*1*2*2	1	1227	1279	1454	524	0	0	0	0	1	0	5	8	2	3	1	2	2	14	8*2*3*1*2*2
8*3*2*2*1*1	1	1219	1610	1717	1010	0	0	0	0	1	0	5	8	3	2	2	1	1	14	8*3*2*2*1*1
8*3*2*2*1*2	1	1216	1270	1395	651	0	0	0	0	1	0	5	8	3	2	2	1	2	14	8*3*2*2*1*2
8*3*3*2*2*1	1	1340	1216	1535	916	0	0	0	0	1	0	5	8	3	3	2	2	1	13	8*3*3*2*2*1
8*3*3*3*2*2	1	1431	1336	1409	706	0	0	0	0	1	0	5	8	3	3	3	2	2	14	8*3*3*3*2*2
9*1*1*1*2*1	1	1619	1638	2197	1029	0	0	0	0	1	0	5	9	1	1	1	2	1	13	9*1*1*1*2*1
9*1*1*1*2*2	1	1542	1895	2095	877	0	0	0	0	1	0	5	9	1	1	1	2	2	13	9*1*1*1*2*2
9*1*2*1*2*1	1	1741	1793	2014	811	0	0	0	0	1	0	5	9	1	2	1	2	1	7	9*1*2*1*2*1
9*1*2*1*2*2	1	1601	1668	1930	797	0	0	0	0	1	0	5	9	1	2	1	2	2	13	9*1*2*1*2*2
9*2*2*1*1*2	1	1501	1796	2252	823	0	0	0	0	1	0	5	9	2	2	1	1	2	13	9*2*2*1*1*2
9*2*3*2*2*2	1	1691	1677	2046	883	0	0	0	0	1	0	5	9	2	3	2	2	2	8	9*2*3*2*2*2
1*1*1*1*1*1	13	74.7692307692308	64.9230769230769	67.3846153846154	25.2307692307692	26.9788616208871	25.0714363983583	23.1103817274779	10.3855175296648	1	0	6	1	1	1	1	1	1	1	1*1*1*1*1*1
1*1*1*2*1*1	1	41	55	65	45	0	0	0	0	1	0	6	1	1	1	2	1	1	2	1*1*1*2*1*1
1*1*1*3*1*1	1	21	29	61	35	0	0	0	0	1	0	6	1	1	1	3	1	1	3	1*1*1*3*1*1
1*2*1*1*1*1	1	95	109	98	48	0	0	0	0	1	0	6	1	2	1	1	1	1	3	1*2*1*1*1*1
1*2*1*2*1*1	1	46	44	56	21	0	0	0	0	1	0	6	1	2	1	2	1	1	4	1*2*1*2*1*1
10*1*1*1*1*2	1	2222	2930	2883	766	0	0	0	0	1	0	6	10	1	1	1	1	2	5	10*1*1*1*1*2
10*1*1*1*2*2	2	1924	2419	2596.5	1360.5	22.6274169979695	132.936074863071	123.743686707646	327.390439689371	1	0	6	10	1	1	1	2	2	4	10*1*1*1*2*2
10*1*2*1*1*2	1	2170	2242	2149	1200	0	0	0	0	1	0	6	10	1	2	1	1	2	5	10*1*2*1*1*2
10*1*2*1*2*2	1	1868	2521	2294	558	0	0	0	0	1	0	6	10	1	2	1	2	2	4	10*1*2*1*2*2
10*2*2*1*1*2	1	1724	2069	2325	1364	0	0	0	0	1	0	6	10	2	2	1	1	2	4	10*2*2*1*1*2
10*2*2*1*2*1	1	1744	2075	2400	960	0	0	0	0	1	0	6	10	2	2	1	2	1	6	10*2*2*1*2*1
11*1*1*1*2*1	1	2940	3183	3840	1359	0	0	0	0	1	0	6	11	1	1	1	2	1	6	11*1*1*1*2*1
11*2*3*1*2*2	1	2707	3168	3406	1423	0	0	0	0	1	0	6	11	2	3	1	2	2	6	11*2*3*1*2*2
11*3*3*2*2*2	2	2436.5	2726.5	2882	1324	167.584307141212	202.939646200539	70.7106781186548	16.9705627484771	1	0	6	11	3	3	2	2	2	6	11*3*3*2*2*2
12*1*2*1*2*1	1	2568	3828	4190	2062	0	0	0	0	1	0	6	12	1	2	1	2	1	6	12*1*2*1*2*1
12*1*2*1*2*2	1	2963	4174	4432	1486	0	0	0	0	1	0	6	12	1	2	1	2	2	6	12*1*2*1*2*2
12*1*3*1*2*2	1	3178	4243	4316	1422	0	0	0	0	1	0	6	12	1	3	1	2	2	6	12*1*3*1*2*2
12*3*3*2*2*2	2	3374	3886	4068	1884	230.516810666815	364.867099092259	147.078210486802	91.9238815542512	1	0	6	12	3	3	2	2	2	6	12*3*3*2*2*2
13*1*2*1*2*2	1	3962	4998	5098	1871	0	0	0	0	1	0	6	13	1	2	1	2	2	6	13*1*2*1*2*2
13*2*3*1*2*2	1	4323	6496	6307	2281	0	0	0	0	1	0	6	13	2	3	1	2	2	6	13*2*3*1*2*2
14*1*2*1*2*3	1	6621	7924	8608	3732	0	0	0	0	1	0	6	14	1	2	1	2	3	7	14*1*2*1*2*3
14*2*2*1*2*2	2	4999.5	7087.5	7887.5	3883	928.431203697937	7.77817459305202	311.834090503267	18.3847763108502	1	0	6	14	2	2	1	2	2	7	14*2*2*1*2*2
16*1*1*1*2*2	1	9533	18843	18177	12943	0	0	0	0	1	0	6	16	1	1	1	2	2	7	16*1*1*1*2*2
2*1*1*1*1*1	8	175.875	167.875	155.25	67.25	45.8177679196931	46.4832919291591	40.3829879316243	37.5946424754531	1	0	6	2	1	1	1	1	1	8	2*1*1*1*1*1
2*1*2*1*1*1	8	182	180.125	153.125	75.625	37.2788718406859	34.3030090308624	41.9436271338431	23.9101741643893	1	0	6	2	1	2	1	1	1	8	2*1*2*1*1*1
2*2*1*1*1*1	1	147	123	212	110	0	0	0	0	1	0	6	2	2	1	1	1	1	8	2*2*1*1*1*1
2*2*1*2*1*1	3	126.666666666667	125	149.666666666667	103.666666666667	51.4036315189242	17.4355957741627	16.0416125540213	18.6100331362771	1	0	6	2	2	1	2	1	1	8	2*2*1*2*1*1
2*2*2*1*1*1	1	128	131	106	80	0	0	0	0	1	0	6	2	2	2	1	1	1	8	2*2*2*1*1*1
2*2*2*2*1*1	1	150	189	260	119	0	0	0	0	1	0	6	2	2	2	2	1	1	9	2*2*2*2*1*1
2*3*1*2*1*1	1	138	150	195	148	0	0	0	0	1	0	6	2	3	1	2	1	1	1	2*3*1*2*1*1
2*3*3*1*1*1	1	259	166	185	122	0	0	0	0	1	0	6	2	3	3	1	1	1	9	2*3*3*1*1*1
3*1*1*1*1*1	8	258.5	258.875	270.5	101.125	22.245384754082	36.0136382896416	35.9165699921359	42.7666007867956	1	0	6	3	1	1	1	1	1	8	3*1*1*1*1*1
3*1*2*1*1*1	7	275.857142857143	266.285714285714	262.571428571429	95.7142857142857	32.6416327789556	36.7410500925703	50.7209921789691	14.1505510577537	1	0	6	3	1	2	1	1	1	1	3*1*2*1*1*1
3*2*1*2*1*1	2	285	320	342	124	15.556349186104	15.556349186104	134.350288425444	25.4558441227157	1	0	6	3	2	1	2	1	1	10	3*2*1*2*1*1
3*2*1*3*1*1	1	277	215	190	82	0	0	0	0	1	0	6	3	2	1	3	1	1	10	3*2*1*3*1*1
3*2*2*1*1*1	1	291	268	298	131	0	0	0	0	1	0	6	3	2	2	1	1	1	10	3*2*2*1*1*1
3*2*2*2*1*1	1	321	273	249	120	0	0	0	0	1	0	6	3	2	2	2	1	1	9	3*2*2*2*1*1
3*3*3*2*1*1	1	327	310	356	182	0	0	0	0	1	0	6	3	3	3	2	1	1	9	3*3*3*2*1*1
4*1*1*1*1*1	5	402	419.2	391.8	146.4	45.453272709454	52.3707933871543	69.7043757593453	54.3718677258746	1	0	6	4	1	1	1	1	1	9	4*1*1*1*1*1
